genome	taxonomy
NASQAN2014_193_B_bin.32.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__NASQAN2014_193_B_bin.32
NASQAN2014_193_B_bin.4.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas_B; s__NASQAN2014_193_B_bin.4
NASQAN2014_193_B_bin.46.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__Limnohabitans sp009923345
NASQAN2014_193_B_bin.59.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__NASQAN2014_193_B_bin.59
NASQAN2014_193_B_bin.66.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__UBA6140; s__NASQAN2014_193_B_bin.66
NASQAN2014_193_B_bin.69.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__UBA2377; s__UBA2377 sp002344205
NASQAN2014_193_B_bin.7.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__Limnohabitans_A sp009928125
NASQAN2014_193_B_bin.83.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__Planktophila sp010024385
NASQAN2014_193_F_bin.21.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SYFN01; s__NASQAN2014_193_F_bin.21
NASQAN2014_193_F_bin.23.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__ZLKRG08; s__NASQAN2014_193_F_bin.23
NASQAN2015_010_A_bin.14.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__NASQAN2015_010_A_bin.14
NASQAN2015_010_B_bin.40.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__KS41; s__NASQAN2015_010_B_bin.40
NASQAN2015_013_F_bin.7.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__Methylotenera sp903951385
NASQAN2015_015_B_bin.2.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JAAFJR01; s__NASQAN2015_015_B_bin.2
NASQAN2015_031_B_bin.2.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__NASQAN2015_031_B_bin.2
NASQAN2015_031_F_bin.1.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino8; s__NASQAN2015_031_F_bin.1
NASQAN2015_031_F_bin.16.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter sp002292975
NASQAN2015_042_A_bin.4.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__NASQAN2015_042_A_bin.4
NASQAN2015_047_F_bin.10.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__NASQAN2015_047_F_bin.10
NASQAN2015_052_A_bin.13.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus_B; s__NASQAN2015_052_A_bin.13
NASQAN2015_052_B_bin.20.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__NASQAN2015_052_B_bin.20; s__NASQAN2015_052_B_bin.20
NASQAN2015_052_B_bin.30.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__NASQAN2015_052_B_bin.30
NASQAN2015_052_B_bin.8.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__NASQAN2015_052_B_bin.8
NASQAN2015_052_F_bin.18.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__NASQAN2015_052_F_bin.18
NASQAN2015_052_F_bin.8.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__NASQAN2015_052_F_bin.8
NASQAN2015_081_B_bin.17.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__NASQAN2015_081_B_bin.17
NASQAN2015_081_B_bin.3.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter; s__NASQAN2015_081_B_bin.3
NASQAN2015_081_B_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__NASQAN2015_081_B_bin.6
NASQAN2015_101_B_bin.11.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__NASQAN2015_101_B_bin.11
NASQAN2015_101_F_bin.12.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Nanopelagicus; s__Nanopelagicus sp010030895
NASQAN2015_101_F_bin.25.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Vulcanococcus; s__Vulcanococcus sp009926195
NASQAN2015_109_F_bin.17.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__NASQAN2015_109_F_bin.17
NASQAN2015_109_F_bin.32.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__NASQAN2015_109_F_bin.32
NASQAN2015_111_A_bin.26.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SYFN01; s__SYFN01 sp018882935
NASQAN2015_111_B_bin.19.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__NASQAN2015_111_B_bin.19
NASQAN2015_111_B_bin.31.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__NASQAN2015_111_B_bin.31
NASQAN2015_111_B_bin.33.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__VMCP01; s__NASQAN2015_111_B_bin.33
NASQAN2015_111_B_bin.51.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__RFXW01; s__NASQAN2015_111_B_bin.51
NASQAN2015_111_B_bin.67.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__UBA3065; g__UBA3065; s__NASQAN2015_111_B_bin.67
NASQAN2015_111_B_bin.76.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__UBA964 sp018970145
NASQAN2015_111_B_bin.81.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__REEB481; s__NASQAN2015_111_B_bin.81
NASQAN2015_111_B_bin.82.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia; s__NASQAN2015_111_B_bin.82
NASQAN2015_111_B_bin.87.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__NASQAN2015_111_B_bin.87
NASQAN2015_111_F_bin.11.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__UBA953 sp903860195
NASQAN2015_111_F_bin.21.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__RGEC01; s__NASQAN2015_111_F_bin.21
NASQAN2015_111_F_bin.24.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__NASQAN2015_111_F_bin.24
NASQAN2015_111_F_bin.6.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__F1-60-MAGs027 sp009927665
NASQAN2015_114_B_bin.1.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__AAP99; s__NASQAN2015_114_B_bin.1
NASQAN2015_114_F_bin.1.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__Limnohabitans_A sp001517545
NASQAN2015_150_B_bin.9.fa	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__12-FULL-67-14b; s__NASQAN2015_150_B_bin.9
NASQAN2015_150_F_bin.10.fa	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__RBG-16-71-46; g__CADEFY01; s__NASQAN2015_150_F_bin.10
NASQAN2015_172_B_bin.31.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__NASQAN2015_172_B_bin.31
NASQAN2015_172_B_bin.37.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter cosmopolitanus
NASQAN2015_172_B_bin.52.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__NASQAN2015_172_B_bin.52
NASQAN2015_172_F_bin.1.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__NASQAN2015_172_F_bin.1
NASQAN2015_172_F_bin.11.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__NASQAN2015_172_F_bin.11
NASQAN2015_172_F_bin.12.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__UBA953 sp009924965
NASQAN2015_172_F_bin.15.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__NASQAN2015_172_F_bin.15
NASQAN2015_174_B_bin.25.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium sp009928005
NASQAN2015_174_F_bin.15.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__UBA955; s__UBA955 sp002347985
NASQAN2015_208_A_bin.15.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__NASQAN2015_208_A_bin.15
NASQAN2015_208_A_bin.8.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium sp009920495
NASQAN2015_208_F_bin.9.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__NASQAN2015_208_F_bin.9
NASQAN2015_227_B_bin.38.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__NASQAN2015_227_B_bin.38
NASQAN2015_227_B_bin.5.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__S36-B12; g__CAIKZY01; s__NASQAN2015_227_B_bin.5
NASQAN2015_227_B_bin.66.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-20-MAGs119; s__F1-20-MAGs119 sp009711295
NASQAN2015_227_F_bin.21.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__NASQAN2015_227_F_bin.21
NASQAN2016_083_A_bin.17.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__QWPT01; s__NASQAN2016_083_A_bin.17
NASQAN2016_083_B_bin.11.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008; s__JJ008 sp014190475
NASQAN2016_083_B_bin.13.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-20-MAGs119; s__NASQAN2016_083_B_bin.13
NASQAN2016_083_B_bin.18.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__NASQAN2016_083_B_bin.18
NASQAN2016_083_B_bin.21.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8139; g__F1-20-MAGs160; s__NASQAN2016_083_B_bin.21
NASQAN2016_083_B_bin.22.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__S36-B12; g__Mxb001; s__NASQAN2016_083_B_bin.22
NASQAN2016_083_B_bin.25.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADJPL01; s__NASQAN2016_083_B_bin.25
NASQAN2016_083_B_bin.36.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__NASQAN2016_083_B_bin.36
NASQAN2016_083_B_bin.40.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__SXXK01; s__SXXK01 sp903896675
NASQAN2016_083_B_bin.43.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767; f__UBA4408; g__NASQAN2016_083_B_bin.43; s__NASQAN2016_083_B_bin.43
NASQAN2016_083_B_bin.45.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__SXTU01; g__SXTU01; s__SXTU01 sp903863315
NASQAN2016_083_B_bin.49.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__VGZA01; s__NASQAN2016_083_B_bin.49
NASQAN2016_083_B_bin.54.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__NASQAN2016_083_B_bin.54
NASQAN2016_083_B_bin.57.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__NASQAN2016_083_B_bin.57
NASQAN2016_083_B_bin.61.fa	Root; d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__F1-60-MAGs149; g__F1-60-MAGs149; s__NASQAN2016_083_B_bin.61
NASQAN2016_083_B_bin.62.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylomonas; s__NASQAN2016_083_B_bin.62
NASQAN2016_083_B_bin.70.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SYIM01; s__SYIM01 sp009921765
NASQAN2016_083_B_bin.74.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__UBA2093 sp009920715
NASQAN2016_083_B_bin.8.fa	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__RBC074; f__RBC074; g__CAIOZW01; s__NASQAN2016_083_B_bin.8
NASQAN2016_083_B_bin.81.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__UBA955; s__UBA955 sp005788145
NASQAN2016_083_B_bin.83.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__NASQAN2016_083_B_bin.83
NASQAN2016_083_B_bin.84.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__MAG-120802; s__NASQAN2016_083_B_bin.84
NASQAN2016_083_B_bin.87.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__CAIVXW01; s__CAIVXW01 sp903910005
NASQAN2016_083_B_bin.9.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA668; s__NASQAN2016_083_B_bin.9
NASQAN2016_083_F_bin.21.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SYFN01; s__NASQAN2016_083_F_bin.21
NASQAN2016_083_F_bin.24.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__SYIB01; s__NASQAN2016_083_F_bin.24
NASQAN2016_083_F_bin.31.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__NASQAN2016_083_F_bin.31
NASQAN2016_164_A_bin.16.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__NASQAN2016_164_A_bin.16
NASQAN2016_164_A_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__NASQAN2016_164_A_bin.5
NASQAN2016_164_B_bin.16.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__NASQAN2016_164_B_bin.16
NASQAN2016_164_B_bin.8.fa	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__UBA11657; g__BD1; s__BD1 sp003670425
NASQAN2016_178_A_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__CAISGS01; s__NASQAN2016_178_A_bin.5
NASQAN2016_178_B_bin.13.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA9464; g__SXXZ01; s__NASQAN2016_178_B_bin.13
NASQAN2016_178_B_bin.2.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter; s__NASQAN2016_178_B_bin.2
NASQAN2016_178_B_bin.26.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__NASQAN2016_178_B_bin.26
NASQAN2016_178_B_bin.27.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__NASQAN2016_178_B_bin.27
NASQAN2016_178_B_bin.3.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__VFMC01; s__NASQAN2016_178_B_bin.3
Yukon_2004-1_F_bin.10.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__Limnohabitans sp903856995
Yukon_2004-1_F_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Gallionella; s__Yukon_2004-1_F_bin.5
Yukon_2004-3_B_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__28-YEA-48; s__28-YEA-48 sp903916165
altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.34.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.34; s__altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.34
altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.42.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.42
altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.86.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__UBA953; g__UBA953; s__altamaha_2019_sw_WHONDRS-S19S_0010_A_bin.86
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.109.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__UBA955; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.109
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.116.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.116
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.132.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.132
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.133.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rubrivivax; s__Rubrivivax sp009923895
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.141.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Fonsibacter; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.141
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.152.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.152
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.163.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__F1-60-MAGs027 sp010025655
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.165.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__SXWH01; s__SXWH01 sp005791535
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.167.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SYFN01; s__SYFN01 sp010024875
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.19.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g; f__UBA955; g__RGEC01; s__RGEC01 sp009918425
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.3.fa	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__PNKF01; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.3
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.30.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ramlibacter; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.30
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.33.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__UBA964; s__UBA964 sp017853175
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.34.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__SXYR01 sp009919185
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.38.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.38
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.50.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.50
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.67.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SXYR01; s__SXYR01 sp009922495
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.71.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-20-MAGs119; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.71
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.87.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__RFTU01; s__RFTU01 sp009918225
altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.9.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__altamaha_2019_sw_WHONDRS-S19S_0010_B_bin.9
